title;published_at;views;url;DATA REAL;PERIODO;tipo_conteudo;tempo_video;temporada;momento
PAIN x FURIA & RED CANIDS  - LTA SUL 2º SPLIT | POR DENTRO DO GAME by JBL QUANTUM ??;2025-04-15 14:59:57+00:00;28452;https://www.youtube.com/watch?v=JN7fySJJKds;15/04/2025;2º SPLIT - Split;na_escuta;08:57;2º SPLIT;Split
one piece GAP #leagueoflegendsmemes #lolmemes #paingaming #lol #leagueoflegends;2025-04-17 22:07:58+00:00;23789;https://www.youtube.com/watch?v=oAMyzTtiM2g;17/04/2025;2º SPLIT - Split;shorts;00:35;2º SPLIT;Split
somos previsíveis ???? | PAIN RESPONDE - EP6;2025-04-17 15:00:13+00:00;31364;https://www.youtube.com/watch?v=6Ijm43gjnQE;17/04/2025;2º SPLIT - Split;interativo;14:00;2º SPLIT;Split
a culpa foi do Xero???? | LEAGUE VLOG - EP7;2025-04-18 21:00:06+00:00;24790;https://www.youtube.com/watch?v=tJQjJrAP_z0;18/04/2025;2º SPLIT - Split;serie_vlog;14:07;2º SPLIT;Split
o TITAN FARPOU a LEVIATAN ??;2025-04-20 21:10:23+00:00;12973;https://www.youtube.com/watch?v=gXM5WCZnYAc;20/04/2025;2º SPLIT - Split;shorts;00:18;2º SPLIT;Split
PAIN x FLUXO W7M, LEVIATAN & KEYD  - LTA SUL 2º SPLIT | POR DENTRO DO GAME by JBL QUANTUM ??;2025-04-22 21:00:46+00:00;35967;https://www.youtube.com/watch?v=hh6GY0L6vXE;22/04/2025;2º SPLIT - Split;na_escuta;10:37;2º SPLIT;Split
a seleção brasileira vs manitos nas md3;2025-04-22 15:10:15+00:00;10729;https://www.youtube.com/watch?v=ulqyCpkONrU;22/04/2025;2º SPLIT - Split;outro;00:10;2º SPLIT;Split
tralalero tralala ou bombardino crocodilo? #leagueoflegends #tralalero;2025-04-23 15:01:25+00:00;17542;https://www.youtube.com/watch?v=yd6TjuBtvz8;23/04/2025;2º SPLIT - Split;shorts;00:31;2º SPLIT;Split
BRONZIOCRE da fight decisiva de PAIN x KEYD é puro cinema ??;2025-04-24 15:37:03+00:00;31410;https://www.youtube.com/watch?v=IzYodjBXm_k;24/04/2025;2º SPLIT - Split;shorts;01:00;2º SPLIT;Split
apenas somos melhores. ????? | LEAGUE VLOG - EP8;2025-04-25 21:30:07+00:00;28643;https://www.youtube.com/watch?v=TjRtgQuhaWI;25/04/2025;2º SPLIT - Split;serie_vlog;00:24:24;2º SPLIT;Split
temos bons picks para o fearless draft? ?? | PAIN RESPONDE - EP7;2025-04-25 15:08:08+00:00;36211;https://www.youtube.com/watch?v=q3w7nSwZE4k;25/04/2025;2º SPLIT - Split;interativo;15:43;2º SPLIT;Split
mosca n q o B-DAY ExitLag ta acabando e vc só tem até dia 30 pra assinar 12 meses pagando APENAS 6!;2025-04-28 21:10:45+00:00;6336;https://www.youtube.com/watch?v=Gdv5VVC11w8;28/04/2025;2º SPLIT - Split;shorts;01:45;2º SPLIT;Split
todo mundo avisou sobre a Gwen do Wizer e ngm escutou ??;2025-04-28 17:23:44+00:00;11546;https://www.youtube.com/watch?v=6DI3BVIbC78;28/04/2025;2º SPLIT - Split;shorts;00:44;2º SPLIT;Split
PAIN x LEVIATAN  - LTA SUL 2º SPLIT | POR DENTRO DO GAME by JBL QUANTUM ??;2025-04-29 15:00:47+00:00;32073;https://www.youtube.com/watch?v=SfpdniOMjdA;29/04/2025;2º SPLIT - Split;na_escuta;07:56;2º SPLIT;Split
dyNquedo kickado até do paiN Responde? ?? | PAIN RESPONDE - EP8;2025-05-01 15:00:42+00:00;27555;https://www.youtube.com/watch?v=STM0XQ48Ahg;01/05/2025;2º SPLIT - Split;interativo;10:22;2º SPLIT;Split
adeus rages, trolls e afks, ROAMER CHEGOU! | LEAGUE VLOG - EP9;2025-05-02 21:00:03+00:00;22571;https://www.youtube.com/watch?v=0iyX87DHylI;02/05/2025;2º SPLIT - Split;serie_vlog;12:19;2º SPLIT;Split
Comigo quem quiser, contra mim quem puder ?????.         #leagueoflegends #GOpaiN #ltasul;2025-05-05 15:08:37+00:00;17040;https://www.youtube.com/watch?v=oic9SZqsJdE;05/05/2025;2º SPLIT - Split;shorts;00:37;2º SPLIT;Split
e o Ranger?...;2025-05-06 21:19:27+00:00;9344;https://www.youtube.com/watch?v=ElMtIsds-20;06/05/2025;2º SPLIT - Split;shorts;00:14;2º SPLIT;Split
PAIN x KEYD - LTA SUL 2º SPLIT | POR DENTRO DO GAME by JBL QUANTUM;2025-05-06 15:45:01+00:00;38755;https://www.youtube.com/watch?v=EvAmLQy4K6M;06/05/2025;2º SPLIT - Split;na_escuta;11:37;2º SPLIT;Split
mid com pool vasta? temos! ??;2025-05-07 21:04:56+00:00;16939;https://www.youtube.com/watch?v=ZivtuTtodDw;07/05/2025;2º SPLIT - Split;shorts;00:40;2º SPLIT;Split
o FAKER não carrega solo no Brasil | PAIN RESPONDE - EP9;2025-05-08 15:23:20+00:00;34107;https://www.youtube.com/watch?v=l5y_oIJwxsg;08/05/2025;2º SPLIT - Split;interativo;16:41;2º SPLIT;Split
?? atenção: não façam isso se vc n for o xesque;2025-05-09 18:15:27+00:00;313473;https://www.youtube.com/watch?v=NVeyT9GjiNE;09/05/2025;2º SPLIT - Split;shorts;00:18;2º SPLIT;Split
não tem desculpas, jogamos mal ?? | LEAGUE VLOG - EP10;2025-05-09 15:59:06+00:00;40876;https://www.youtube.com/watch?v=Qmef-7XSRNM;09/05/2025;2º SPLIT - Split;serie_vlog;14:36;2º SPLIT;Split
volte sempre, Isurus Estral ??;2025-05-12 21:09:02+00:00;9954;https://www.youtube.com/watch?v=P1iacEGJs9M;12/05/2025;2º SPLIT - Split;shorts;00:13;2º SPLIT;Split
o dynkas aprovou o nosso mid sendo resenhudo;2025-05-12 15:44:40+00:00;7618;https://www.youtube.com/watch?v=AsqCT_QgYJ8;12/05/2025;2º SPLIT - Split;shorts;00:49;2º SPLIT;Split
na dúvida, é só seguir a call do XESQUEDELE       #lta #leagueoflegends #GOpaiN;2025-05-13 21:04:16+00:00;12889;https://www.youtube.com/watch?v=x5OVsMZHcT8;13/05/2025;2º SPLIT - Split;shorts;00:33;2º SPLIT;Split
